name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
VITO'S FOOD PRODUCTS INC.,CORPORATION,NAN,,,,,,,,739896,,,1121 H WEST AARON DR STATE COLLEGE PA 16801-0 CENTRE,
VITO'S FOOD VILLA INC.,CORPORATION,NAN,,,,,,,,739897,,,1121 H WEST AARON DR STATE COLLEGE PA 16801-0 CENTRE,
"WINE COUNTRY, INC.",CORPORATION,PA,,,,,,,,739898,,,RD#3 MANHEIM PA 17583-0 LANCASTER,
"RON, INC.",CORPORATION,PA,17 N PRESIDENT AVE,LANCASTER,,PA 17602-0 LANCASTER,89 CEDAR ACRES DR,LANCASTER,,739899,CAMILLE DICKEL,PRESIDENT,89 CEDAR ACRES DR LANCASTER PA 17602-0 LANCASTER,17 N PRESIDENT AVE LANCASTER PA 17603-36
"GLASSMAN'S PHARMACY, INC.",CORPORATION,PA,,,,PA 19131-0 PHILADELPHIA,2615 W GIRARD AVE,PHILADELPHIA,,739900,,,2615 W GIRARD AVE PHILADELPHIA PA 19131-0 PHILADELPHIA,
ATHENA SYSTEMS CORPORATION,CORPORATION,NAN,,,,PA 19006-0 MONTGOMERY,"HUNTINGDON PIKE & COUNTY LINE RD, HUNTIN GDON PLAZA, STE. 108",HUNTINGDON VALLEY,,739901,,,"HUNTINGDON PIKE & COUNTY LINE RD, HUNTIN GDON PLAZA, STE. 108 HUNTINGDON VALLEY PA 19006-0 MONTGOMERY",
"JAPAT, INC.",CORPORATION,NAN,,,,PA,2206 SOUTH STREET,PHILA,,739902,,,2206 SOUTH STREET PHILA PA 0 -0 PHILADELPHIA,
WILLA'S TAXI CO.,CORPORATION,NAN,,,,PA 19126-0 PHILADELPHIA,6918 N 19TH ST,PHILA,,739903,,,6918 N 19TH ST PHILA PA 19126-0 PHILADELPHIA,
WHEEL BENDER CAB CO.,CORPORATION,NAN,,,,PA 19119-0 PHILADELPHIA,811 E VERNON RD,PHILADELPHIA,,739904,,,811 E VERNON RD PHILADELPHIA PA 19119-0 PHILADELPHIA,
TY'S CAB CO.,CORPORATION,PA,,,,PA 19120-0 PHILADELPHIA,744 W FISHER'S AVE,PHILADELPHIA,,739905,,,744 W FISHER'S AVE PHILADELPHIA PA 19120-0 PHILADELPHIA,
WYNNEWOOD PARK SERVICE CENTER INC.,CORPORATION,PA,,,,PA 19107-0 PHILADELPHIA,1321 ARCH ST,PHILA,,739906,,,1321 ARCH ST PHILA PA 19107-0 PHILADELPHIA,
DUBIS ASSOCIATES INCORPORATED,CORPORATION,NAN,,,,PA,2043 WEST ROCK ROAD,PERKASIE,,739907,,,2043 WEST ROCK ROAD PERKASIE PA 18944-0 BUCKS,
PHEASANT RUN ASSOCIATES,PARTNERSHIP,PA,,,,PA 19038-0 MONTGOMERY,115 NEW ST,GLENSIDE,,739908,BEREL P ALTMAN,GENPARTNER,115 NEW ST GLENSIDE PA 19038-0 MONTGOMERY,PA
