name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
GENE'S BEAUTY PARLOR,CORPORATION,PA,,,,PA,403 W MAIN ST,PLYMOUTH,,2219688,EUGENE POPKOWSKI,OWNER,403 W MAIN ST PLYMOUTH PA 0 -0 LUZERNE,
GENERAL BEVERAGE COMPANY,CORPORATION,PA,,,,,,,,2219689,ANTONIO CAFASSO,OWNER,UNKNOWN ALTOONA PA 0 -0 BLAIR,
GENERAL ADVERTISING,CORPORATION,PA,,,,PA 15227-0 ALLEGHENY,3584 REILAND ST,PITTSBURGH,,2219690,MARVIN DENSON,OWNER,3584 REILAND ST PITTSBURGH PA 15227-0 ALLEGHENY,
GENE'S CAMERA SHOPPE,CORPORATION,PA,,,,,,,,2219691,EUGENE V DONELSON,OWNER,UNKNOWN NEW KENSINGTON PA 0 -0 WESTMORELAND,
GENERAL HEATING AND HOME REMODELING,CORPORATION,PA,,,,PA,353 GROVE DRIVE,NEW KENSINGTON,,2219692,ALBERT CALIGURI,OWNER,353 GROVE DRIVE NEW KENSINGTON PA 0 -0 WESTMORELAND,
FRANKLIN OIL CO.,CORPORATION,PA,,,,,,,,2219693,JOE B HUTCHINSON,OWNER,UNKNOWN FRANKLIN PA 0 -0 VENANGO,
GENERAL INSULATION COMPANY,CORPORATION,PA,,,,,,,,2219694,,,UNKNOWN MEADVILLE PA 0 -0 CRAWFORD,
GATEWAY PAINT CO.,CORPORATION,PA,,,,PA 15238-0 ALLEGHENY,220 FREEPORT ROAD,BLAWNOX,,2219695,PERRY C KASTANIAS,OWNER,220 FREEPORT ROAD BLAWNOX PA 15238-0 ALLEGHENY,
GENE'S BAR,CORPORATION,PA,,,,,,,,2219696,GENEVIEVE YANGELLO,OWNER,UNKNOWN DARBY PA 0 -0 DELAWARE,
GENE-CO SALES,CORPORATION,PA,,,,,,,,2219697,EUGENE CHERKAS,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL BEVERAGE COMPANY,CORPORATION,PA,,,,,,,,2219698,EDWARD A CABREY,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENE DE ART HAIR STYLING,CORPORATION,PA,,,,,,,,2219699,EUGENE LESTER WEBB,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL HEATING & PLUMBING SUPPLY COMPANY,CORPORATION,PA,,,,,,,,2219700,,,UNKNOWN POTTSTOWN PA 0 -0 MONTGOMERY,
GENERAL INSULATION COMPANY,CORPORATION,PA,,,,,,,,2219701,,,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
GENA COMPANY,CORPORATION,PA,,,,,,,,2219702,JOHN A HRIBAR ETAL,OWNER,711-13TH ST OAKMONT PA 15129-0 ALLEGHENY,
GATEWAY PENSION PLANNERS,CORPORATION,PA,,,,,,,,2219703,JOHN N MOUGANIS,OWNER,TWO GATEWAY CENTER SUITE 384 PITTSBURGH PA 0 -0 ALLEGHENY,
GENERAL BEVERAGE COMPANY,CORPORATION,PA,,,,,,,,2219704,GEORGE L BUTTS,OWNER,UNKNOWN LANCASTER PA 0 -0 LANCASTER,
GENE'S DISTINCTIVE HAIR STYLING SALON,CORPORATION,PA,,,,,,,,2219705,GEORGE H SCHROEDER,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL HEATING & PLUMBING SUPPLY COMPANY,CORPORATION,PA,,,,,,,,2219706,,,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
GABRIEL SNUBBER SALES & SERVICE CO.,CORPORATION,PA,,,,PA,429 FRENCH ST,ERIE,,2219707,OLIVER H HUNTER,OWNER,429 FRENCH ST ERIE PA 0 -0 ERIE,
GENERAL BEVERAGE COMPANY,CORPORATION,PA,,,,,,,,2219708,,,UNKNOWN ALTOONA PA 0 -0 BLAIR,
GATEWAY PERSONNELL SERVICE,CORPORATION,PA,,,,,,,,2219709,THOMAS J WALL,OWNER,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
GENE'S BEAUTY SALON,CORPORATION,PA,,,,PA,7413 IRVINE AVE,SWISSVALE,,2219710,EUGENE FEOLA,OWNER,7413 IRVINE AVE SWISSVALE PA 0 -0 ALLEGHENY,
GENERAL INSURANCE AGENCY,CORPORATION,PA,,,,,,,,2219711,EVELYN G PEAKE,OWNER,UNKNOWN BRISTOL PA 0 -0 BUCKS,
GENERAL HEATING & PLUMBING SUPPLY COMPANY,CORPORATION,PA,,,,,,,,2219712,,,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
GALVANO THERMOS INSTRUMENT CO.,CORPORATION,PA,,,,PA,3925 N BROAD ST,PHILADELPHIA,,2219713,T C GETTEL,OWNER,3925 N BROAD ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENE'S FASHION & BRIDAL SHOP,CORPORATION,PA,,,,PA,360 S MAIN ST,DOYLESTOWN,,2219714,DOROTHY SHULTZ,OWNER,360 S MAIN ST DOYLESTOWN PA 0 -0 BUCKS,
GAP AUTO COMPANY,CORPORATION,PA,,,,,,,,2219715,U H ECKERT,OWNER,UNKNOWN GAP PA 0 -0 LANCASTER,
THE GATEWAY PHARMACY,CORPORATION,PA,,,,,,,,2219716,CHARLES R BERRY,OWNER,165 NUTT ROAD PHOENIXVILLE PA 0 -0 CHESTER,
GEN'S BIKE BARN,CORPORATION,PA,,,,PA 19135-0 PHILADELPHIA,4201 TORRESDALE AVE,REAR PHILADELPHIA,,2219717,EUGENE T PAWLOWIC,OWNER,4201 TORRESDALE AVE REAR PHILADELPHIA PA 19135-0 PHILADELPHIA,
GENERAL FIRE PROTECTION COMPANY,CORPORATION,PA,,,,,,,,2219718,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
THE GALLATIN RESTAURANT,CORPORATION,PA,,,,PA,25 N GALLATIN AVE,UNIONTOWN,,2219719,KENDROS SPIROS,OWNER,25 N GALLATIN AVE UNIONTOWN PA 0 -0 FAYETTE,
GENERAL BINDERY COMPANY,CORPORATION,PA,,,,PA,1228 CHERRY ST,PHILADELPHIA,,2219720,ARTHUR SHOYER,OWNER,1228 CHERRY ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL INSURANCE AGENCY,CORPORATION,PA,,,,,,,,2219721,,,UNKNOWN WILKES-BARRE PA 0 -0 LUZERNE,
GATEWAY PHARMACY,CORPORATION,PA,,,,PA,MOSSIDE BLVD,MONROEVILLE,,2219723,LOUIS GIOVANNITTI,OWNER,MOSSIDE BLVD MONROEVILLE PA 0 -0 ALLEGHENY,
GARBRICK BROS.,CORPORATION,PA,,,,PA,WATER STREET,BELLEFONTE,,2219724,CHARLES P GARBRICK,OWNER,WATER STREET BELLEFONTE PA 0 -0 CENTRE,
GENAREO TRUCKING,CORPORATION,PA,,,,PA 16101-0 LAWRENCE,1500 OLD BUTLER RD,NEW CASTLE,,2219725,RALPH C GENAREO,OWNER,1500 OLD BUTLER RD NEW CASTLE PA 16101-0 LAWRENCE,
GENE'S BEAUTY WORLD,CORPORATION,PA,,,,PA 15132-0 ALLEGHENY,229 5TH AVE,MCKEESPORT,,2219726,KATHERINE VOLAS,OWNER,229 5TH AVE MCKEESPORT PA 15132-0 ALLEGHENY,
GENERAL FIXTURE COMPANY,CORPORATION,PA,,,,,,,,2219727,GEORGE HURCHALLA,OWNER,UNKNOWN NORRISTOWN PA 0 -0 MONTGOMERY,
GATEWAY PLATING AND MANUFACTURING COMPANY,CORPORATION,PA,,,,,,,,2219728,LOUIS H HURD,OWNER,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
THE FRANKLIN ENGINEERING PRODUCTS COMPANY,CORPORATION,PA,,,,PA,1539 RACE ST,PHILADELPHIA,,2219729,HOWARD S REED ETAL,OWNER,1539 RACE ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
CARL M GENCO LABORATORIES,CORPORATION,PA,,,,,,,,2219730,CARL M GENCO,OWNER,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
THE GENCO COMPANY,CORPORATION,PA,,,,,,,,2219731,,,UNKNOWN BRADFORD PA 0 -0 MCKEAN,
THE G. M. AUTOMOTIVE PARTS CO.,CORPORATION,PA,,,,PA,44 N 4TH ST,PHILADELPHIA,,2219732,F B BELYEA,OWNER,44 N 4TH ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENE AND BOOTS,CORPORATION,PA,,,,,,,,2219733,,,UNKNOWN CHARLEROI PA 0 -0 WASHINGTON,
GATEWAY MARINE SURVEY CO,CORPORATION,PA,,,,,,,,2219734,JESSE E WEAVER,OWNER,UNKNOWN CARNEGIE PA 0 -0 ALLEGHENY,
GENE'S AUTO BODY,CORPORATION,PA,,,,PA,1636-38 MEADOW ST,PHILADELPHIA,,2219735,DE SIMONE INC,OWNER,1636-38 MEADOW ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL INSURANCE AGENCY OF LEHIGH VALLEY,CORPORATION,PA,,,,,,,,2219736,HENRY M WALTON,OWNER,UNKNOWN ALLENTOWN PA 0 -0 LEHIGH,
GALLAGHER BROTHERS,CORPORATION,PA,,,,PA,7TH & SPROUL STS,CHESTER,,2219737,JAMES F GALLAGHER,OWNER,7TH & SPROUL STS CHESTER PA 0 -0 DELAWARE,
GENE ANN'S BEAUTY SHOP,CORPORATION,PA,,,,,,,,2219738,JO ANN SISLEY,OWNER,UNKNOWN MCKEESPORT PA 0 -0 ALLEGHENY,
GENERAL FLOOR COVERING CO,CORPORATION,PA,,,,,,,,2219739,,,UNKNOWN NEW CASTLE PA 0 -0 LAWRENCE,
GALLAGHER BROS.,CORPORATION,PA,,,,,,,,2219740,J VINCENT GALLAGHER,OWNER,CRAFTON AND NOBLE AVES CRAFTON PA 0 -0 ALLEGHENY,
GENERAL INSURANCE ASSOCIATES,CORPORATION,PA,,,,,,,,2219741,JOHN J WELSH ET AL,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GEN-U-AID COMPANY,CORPORATION,PA,,,,,,,,2219742,,,UNKNOWN CLARION PA 0 -0 CLARION,
GENERAL FLOOR COVERING CO,CORPORATION,PA,,,,,,,,2219743,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GALLAGHER BROTHERS,CORPORATION,PA,,,,PA,6448 CLEARVIEW ST,GERMANTOWN PHILADELPHIA,,2219744,THOMAS GALLAGHER,OWNER,6448 CLEARVIEW ST GERMANTOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENERAL GARAGE,CORPORATION,PA,,,,,,,,2219745,,,UNKNOWN YORK PA 0 -0 YORK,
GENERAL FLANGE & FITTING CO.,CORPORATION,PA,,,,PA,1427 N CARLISLE ST,PHILADELPHIA,,2219746,EMPIRE INDUSTRIES INC,OWNER,1427 N CARLISLE ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
GENCO,CORPORATION,PA,,,,,,,,2219747,NANCY COLLIER ETAL,OWNER,YORK RD AT EDISON-FURLONG RD FURLONG PA 18925-0 BUCKS,
FRANTZ & COMPANY,CORPORATION,PA,,,,PA,92 S MAIN ST,WILKES-BARRE,,2219748,JOHN M WAGNER,OWNER,92 S MAIN ST WILKES-BARRE PA 0 -0 LUZERNE,
GENE'S FLOOR SERVICE,CORPORATION,PA,,,,,,,,2219749,MARTHA J RANK,OWNER,R D 3 BOX 95 SPRING GROVE PA 0 -0 YORK,
FUEL ECONOMY CO.,CORPORATION,PA,,,,,,,,2219750,C F GERMEYER,OWNER,UNKNOWN HARRISBURG PA 0 -0 DAUPHIN,
GENERAL FLOCKING COMPANY,CORPORATION,PA,,,,,,,,2219751,JOSEPH RADJAVITCH,OWNER,UNKNOWN WHITE HAVEN PA 0 -0 LUZERNE,
GARBER & KIMMICH,CORPORATION,PA,,,,,,,,2219752,JACOB F GARBER,OWNER,UNKNOWN MOUNTVILLE PA 0 -0 LANCASTER,
GENE PARLETTE TIRE COMPANY,CORPORATION,PA,,,,PA,1213 FRENCH ST,ERIE,,2219753,OLIVE I DURYEA,OWNER,1213 FRENCH ST ERIE PA 16501-0 ERIE,
GENCO COMPANY,CORPORATION,PA,,,,,,,,2219754,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
GALLATIN GROCERY COMPANY,CORPORATION,PA,,,,,,,,2219755,W H MORGAN,OWNER,UNKNOWN UNIONTOWN PA 0 -0 FAYETTE,
GENERAL FLOOR AND WALL COVERING CO,CORPORATION,PA,,,,,,,,2219756,,,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
