name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
"FINER STAFFING, LTD.",CORPORATION,PA,5317 KINCAID ST SUITE 5,PITTSBURGH,15112,PA,299 GREENFIELD AVENUE,PITTSBURGH,15112,2589636,FELICIA HARRISON,PRESIDENT,299 GREENFIELD AVENUE PITTSBURGH PA 15112,5317 KINCAID ST SUITE 5 PITTSBURGH PA 15224-02
POLO HOMES INC.,CORPORATION,PA,101 GREEN BRIAR RD,LANSDALE,,PA 19401-0 MONTGOMERY,% COTTONARO ACCOUNTING SERVICE 801 E AIRY ST,NORRISTOWN,,2589637,FRANK NATALE,PRESIDENT,% COTTONARO ACCOUNTING SERVICE 801 E AIRY ST NORRISTOWN PA 19401-0 MONTGOMERY,101 GREEN BRIAR RD LANSDALE PA 19446-46
"AMERICAN PROMOTIONAL MERCHANDISE ASSOCIATION, INC.",CORPORATION,PA,3993 HUNTINGDON 104,HUNTINGDON VLY,19006,PA,55 BUCK RD.,HUNTINGDON VALLEY,19006,2589638,ARKADI RELIN,PRESIDENT,55 BUCK RD. HUNTINGDON VALLEY PA 19006 MONTGOMERY,3993 HUNTINGDON 104 HUNTINGDON VLY PA 19006-46
"BEAUMONT HOMES, INC.",CORPORATION,PA,504 EAGLE RDC O JOSEPH,TARQUINI SPRINGFIELD,,PA 19026-0 DELAWARE,3000 TOWNSHIP LINE RD,DREXEL HILL,,2589639,JOSEPH TARQUINI,TREASURER,3000 TOWNSHIP LINE RD DREXEL HILL PA 19026-0 DELAWARE,504 EAGLE RDC O JOSEPH TARQUINI SPRINGFIELD PA 19064-1120
"CENTRAL DRIVE, INC.",CORPORATION,PA,C/O CHERYL A MILLER 196 LACOCK AVE,ROCHESTER,,,,,,2589641,KEVIN A MCCARL,TREASURER,338 CENTRAL DR CRANBERRY TWP PA 16066-0 BUTLER,C/O CHERYL A MILLER 196 LACOCK AVE ROCHESTER PA 15074-04
"APBY QUAKERTOWN, INC.",CORPORATION,PA,STE 205 2080 CABOT BLVD W,LANGHORNE,,PA,2080 CABOT BLVD WEST STE 205,LANGHORNE,,2589643,CHARLENE SCHWARTZ,TREASURER,2080 CABOT BLVD WEST STE 205 LANGHORNE PA 19047-0 BUCKS,STE 205 2080 CABOT BLVD W LANGHORNE PA 19047-09
"CHAPEL CREEK ENTERPRISES, INC.",CORPORATION,PA,PO BOX 658,BRODHEADSVILLE,18372-0,PA,HCR 1 BOX 1049 ROUTE 611,TANNERSVILLE,18372-0,2589644,GERARD A POWELL,PRESIDENT,HCR 1 BOX 1049 ROUTE 611 TANNERSVILLE PA 18372-0 MONROE,PO BOX 658 BRODHEADSVILLE PA 18322-45
MERRITT YOUNG GALLERY,CORPORATION,PA,,,,,,,,2589645,LYNN JACOBSON,OWNER,301 MONTGOMERY AVE BALA CYNWYD PA 19004-0 MONTGOMERY,
L.J.Y. INC.,CORPORATION,MD,1848 REISTERSTOWN RD,BALTIMORE,,PA 19072-0 MONTGOMERY,330 ROSEMARY LANE,NARBERTH,,2589646,LYNN OBERSTEIN,TREASURER,330 ROSEMARY LANE NARBERTH PA 19072-0 MONTGOMERY,1848 REISTERSTOWN RD BALTIMORE MD 21208-1379
"VIECHNICKI ENTERPRISES, LTD.",PARTNERSHIP,PA,,,,PA 18018-0 NORTHAMPTON,122 E BROAD ST,BETHLEHEM,,2589649,JOSEPH M VIECHNICKI,GENPARTNER,122 E BROAD ST BETHLEHEM PA 18018-0 NORTHAMPTON,PA
